reviewId,content,score
fffc0d26-bacb-460b-a320-434419d6a477,good experience,5
20ef2d73-7948-4042-a14f-6cb7554ce009,I had experiece activation failed they said they call me but i didn't recieve a call i didn't even recieve a 4 digit number which it is asked.,3
7f20a054-9e68-40e8-8731-00b2ab760a90,I've experienced the same problem. It's been 3 days but I haven't received a call or digits to setup Rakuten Viber in my new phone. How can I get help? I still haven't received any call. How can I get the 4 digits?,1
083eb973-a8f4-4a03-846a-21855b447656,weak signal experience,2
4e3cb03c-9382-4b9e-928c-65d93c653321,"Just had a new phone but can't use the app tried to activate but says my number is blocked because its spam What now? I tried to activate before, viber sent a call and ask for the last 4 numbers of the call and 3 times it did not accept it",1
f74ba7a9-097b-4059-8a22-2c4b91d86aae,This one is my favorite app.,5
2b02bd74-5f68-4f36-9944-3bdf6e20661b,"I can not use this on my new phone. It is say to activate that somebody will call me and give me activation code, but nobody called",1
f16972b7-1af5-4803-8349-e7ff2ad4602d,very useful,5
ed5e1a7f-7ed3-42d8-9884-7e0d469528c4,Cannot install the apps..,5
88fe99f0-fdd6-44db-a115-f9fa0585d32f,"absolutely horrid app, absolutely horrid massanger",1
cfce5d8b-f82e-4ff8-bd6b-365d1463a813,Had Viber backup will fill my Google Drive with 800 MB and I got to 94% quota of 15 GB! It is not easy to find in Google but Viber support knew where the setting is. Go to the Drive and settings icon in the top right part of the page. There you can change app settings and delete Viber invisible data. Still it would be great if size stored on Google could be truncated from the Viber app.,5
85c2f6e7-db4d-43c7-8628-33968066818b,My account not connected,5
a3fd84e0-2d97-4d58-991d-6e97e8165aca,after Viber installing can't show other account profile picture....help me viber,1
06b12910-1dfd-4135-83c8-7c0f2de121ef,pinaka tangang app sa mundo,1
3eaaeb7d-57eb-4707-9ddf-ed21941be68b,Trash app. Does not call you to verify number. No option on app even after restarting to try a different method. Unusable.,1
43a83074-60c9-4db6-baa9-ca186a022936,Registration failed....!,1
fcb9d943-0717-4f2a-9465-b69d5a81ee92,a nice app for frie ds and family but cannot send long vid or a lot of photos but still it is good to get a 5 star,5
7887568e-9cd5-4972-8002-cc8ffec2bfee,good,5
